3.68403525, 1.65117105, 1.0993559, 3.47906412, -6.21166223, -3.6389756, -3.03850243, -4.6501377, -4.86226232, -5.07482595, -6.48025164, -7.97257639, -6.1418002, -3.18936975
3.7061996, 1.70159555, 0.91648746, 3.64098305, -5.48915948, -3.40512049, -2.69791452, -4.65069115, -4.95494011, -5.17061337, -6.90943218, -8.03812431, -6.18128394, -2.8834561
3.49171455, 1.5855983, 1.06031517, 3.80193768, -5.80293132, -3.43709578, -2.66308016, -4.64880419, -4.89881503, -5.15456623, -6.65014624, -8.88437858, -6.21678313, -3.03386358
3.12673836, 1.62118928, 1.09394801, 3.74684767, -6.38732428, -3.58157649, -3.06430891, -4.65497798, -4.85817404, -5.09675579, -6.42345968, -7.58239184, -5.77768504, -2.88039373
3.05549404, 1.68264544, 0.97973397, 3.21253747, -6.0551795, -3.66216068, -2.69246996, -4.64834246, -4.87707008, -5.06850401, -6.76359779, -8.08718256, -6.13559505, -2.91463783
3.12296917, 1.52982385, 0.96161273, 3.22167195, -5.96227551, -3.38216165, -2.67915695, -4.64558682, -4.88409925, -5.18303513, -6.77514058, -8.22562235, -6.20067722, -3.34336658
3.67357946, 1.59464298, 0.9047245, 3.20187396, -6.13365906, -3.72008361, -2.71242189, -4.65913813, -4.86623549, -5.03237351, -6.89952944, -8.41038669, -6.03767268, -3.15150427
3.36865666, 1.57577249, 1.09030087, 3.63777071, -5.88525777, -3.31438172, -2.70524861, -4.65084137, -4.8917394, -5.21530913, -6.59203937, -8.49797965, -6.29213516, -3.15349615
3.21460026, 1.41241468, 0.99130749, 3.6738843, -6.01370357, -3.17173814, -3.1675371, -4.65019235, -4.87852945, -5.2838701, -6.61244917, -8.15796855, -6.29669132, -3.08765749
3.41859276, 1.58835104, 0.90473876, 3.62997815, -5.82063718, -3.7949909, -3.11628896, -4.6515417, -4.89510052, -5.02486889, -6.76746377, -8.76689882, -6.09936331, -3.11739125
