-12.39786154, -0.60456984, -28.40385142, -1.68454822, -0.8146301, -7.52670896, -0.76805917, -6.46053395, -5.21000638, -4.11251572, -5.61322824, -9.22300453, -25.87794982
-5.13784041, -0.58645836, -27.59793856, -4.64576573, -2.3392168, -4.51965304, -3.34671153, -7.22568883, -7.12870426, -3.84447518, -1.0466897, -22.68164927, -26.1267051
-16.52159177, -7.38076397, -34.59701599, -8.48465314, -0.22691841, -10.18290522, -5.15734705, -4.98073033, -5.41603922, -3.11983403, -2.37448753, -31.36200388, -30.68518092
-7.26408303, -7.10964571, -34.98905746, -3.53266772, -1.22711077, -11.52396185, -12.6984758, -25.93189751, -5.15225579, -4.62446027, -3.12450204, -9.22065626, -27.17166395
-9.18617325, -2.82192993, -7.11711562, -8.15409386, -0.56494004, -11.49298137, -5.04336413, -8.35429973, -10.89026555, -1.04533792, -7.72890563, -8.8523512, -4.5624291
-6.77819298, -2.65970804, -6.72462464, -7.60556999, -0.69753565, -9.55056615, -12.55495974, -6.39603036, -13.78885237, -1.13847989, -9.26275989, -13.45288503, -12.91435674
-11.4280714, -7.26567984, -5.5981065, -9.22149238, -1.02478482, -3.86020871, -8.98354778, -5.14802959, -12.55237294, -3.78865747, -8.94391987, -2.84124583, -12.96988963
-12.16989819, -1.35959453, -7.57887988, -8.54822498, -0.90747824, -10.48822876, -3.01814172, -8.04896971, -7.30087157, -0.97051757, -6.6439248, -14.87759563, -5.47954712
-9.93996034, -1.63103404, -2.82551062, -1.95566555, -1.07935263, -11.50015116, -5.01271557, -5.89206729, -10.96684022, -3.66479645, -1.74183235, -11.69781734, -6.76120717
-13.69357246, -2.65365917, -13.13605442, -6.95115029, -0.71568747, -11.45508803, -9.21539555, -8.69384986, -6.01814179, -0.86412024, -2.10356028, -30.48860935, -23.57210219
-13.83721505, -2.24910136, -38.09857833, -9.22474541, -0.35033165, -11.51110258, -12.31875851, -6.53795797, -10.65634011, -1.33051644, -2.71131775, -20.68997271, -12.36044681
-12.24761536, -1.53810047, -44.71968101, -8.51556652, -1.10923376, -11.38449641, -2.32353055, -6.8269573, -8.30515702, -0.99130707, -6.43253186, -33.26307789, -28.3070171
-12.98505218, -1.35557187, -34.42731753, -8.63585906, -0.52433493, -7.80171317, -9.54578958, -5.50286155, -8.35930321, -3.84997427, -4.30378561, -20.67478307, -39.36749046
-10.54074524, -2.11986307, -17.48599255, -9.22461424, -0.39984294, -10.54025151, -8.07681974, -8.30545664, -13.73504545, -0.83814747, -1.73731294, -17.31907079, -30.83079547
-9.01567783, -2.66989947, -22.56079251, -8.95312475, -0.2340339, -11.5251123, -10.79984577, -8.8256773, -3.9829572, -2.75658551, -8.7339304, -38.2967628, -39.42862513
-12.76595872, -2.47690092, -8.30928242, -7.97227974, -0.84191869, -9.22145162, -8.60732851, -5.79013645, -12.15295329, -3.55282806, -7.9623037, -30.5059724, -24.88581753
-12.89291648, -1.49581124, -15.60341401, -9.22495057, -0.90902848, -11.52467678, -10.41777256, -5.59328639, -10.82444519, -2.49205648, -3.74293402, -23.90572879, -29.47017123
